skills,education,years_experience,past_job_titles,certifications,required_skills,job_title,job_level,industry,skill_match_score,hired,performance_score
"Data Analysis, Power BI, R, SQL",PhD,11.2,"Full Stack Developer, Cloud Architect",Scrum Master,"AWS, C++, GCP",Data Engineer,Director,Retail,0.0,1,6.3
DevOps,Master's,1.4,Cloud Architect,Microsoft Certified,"Tableau, AWS",Data Scientist,Lead,Consulting,0.0,0,0.0
"Project Management, Python",Master's,1.4,Full Stack Developer,Scrum Master,"Azure, DevOps, Data Analysis",Business Analyst,Senior,Manufacturing,0.0,0,0.0
"Kubernetes, Java, NLP, Project Management",Bachelor's,14.7,"QA Engineer, Business Analyst, Software Engineer",Google Cloud,"DevOps, Python, Project Management",Frontend Developer,Manager,Government,0.3333333333333333,1,5.7
"Machine Learning, R, Kubernetes, Excel, Project Management",Associate's,8.1,"Product Manager, Frontend Developer, Data Scientist",Microsoft Certified,"Power BI, Deep Learning, NLP",Software Engineer,Junior,Manufacturing,0.0,0,0.0
"Computer Vision, AWS",Bachelor's,9.7,"Product Manager, Cloud Architect, DevOps Engineer",Google Cloud,"Kubernetes, DevOps",Data Engineer,Senior,Consulting,0.0,0,0.0
"Docker, AWS, Power BI, Azure, JavaScript",Associate's,13.7,"Backend Developer, DevOps Engineer",AWS Certified,"Python, JavaScript, Docker",Product Manager,Junior,Healthcare,0.6666666666666666,1,7.9
"NLP, Kubernetes, SQL, Docker, Excel",High School,0.1,"Machine Learning Engineer, Data Scientist",None,"Tableau, Excel, Deep Learning",Full Stack Developer,Senior,Government,0.3333333333333333,0,0.0
"R, Docker, Machine Learning, C++, DevOps",High School,6.4,Full Stack Developer,AWS Certified,"AWS, Tableau, Python",Cloud Architect,Manager,Consulting,0.0,0,0.0
"NLP, Docker, R, Project Management",Bachelor's,8.5,Software Engineer,Scrum Master,"Java, Cloud Computing, Power BI, NLP",Data Scientist,Mid,Consulting,0.25,1,6.3
"GCP, C++, R",PhD,0.0,"Product Manager, Cloud Architect",Cisco Certified,"R, Tableau, JavaScript, Kubernetes",UX Designer,Director,Government,0.25,0,0.0
"Statistics, GCP, Docker, NLP",PhD,9.4,"Full Stack Developer, UX Designer",Google Cloud,"Project Management, Java",Full Stack Developer,Junior,Transportation,0.0,1,6.3
"AWS, Tableau, Java, R",Master's,12.8,Software Engineer,Google Cloud,"NLP, Azure, Excel",Cloud Architect,Lead,Healthcare,0.0,1,4.3
"Power BI, Deep Learning, AWS, Kubernetes, DevOps",Master's,0.8,"Product Manager, Backend Developer",CompTIA,"Machine Learning, DevOps",Data Scientist,Director,Energy,0.5,0,0.0
"Machine Learning, SQL, Power BI, Project Management, JavaScript",Bachelor's,12.1,"Cloud Architect, DevOps Engineer, Data Scientist",None,SQL,Cloud Architect,Senior,Consulting,1.0,1,10.0
Deep Learning,PhD,14.7,"Frontend Developer, Project Manager",Scrum Master,Azure,Product Manager,Mid,Transportation,0.0,1,6.2
Tableau,High School,13.8,Project Manager,CISSP,"JavaScript, NLP",UX Designer,Manager,Energy,0.0,0,0.0
"Power BI, Java, Docker, Azure",High School,8.1,Backend Developer,Scrum Master,"Computer Vision, Excel, Tableau",Backend Developer,Senior,Energy,0.0,0,0.0
"Deep Learning, Computer Vision, Kubernetes",PhD,12.9,Backend Developer,CompTIA,Tableau,QA Engineer,Manager,Education,0.0,1,6.1
Docker,Bachelor's,11.6,"Software Engineer, Frontend Developer",CISSP,"R, Excel",Data Scientist,Senior,Retail,0.0,0,0.0
SQL,Master's,12.3,"Business Analyst, Full Stack Developer",CISSP,"Computer Vision, Docker, Python",Project Manager,Junior,Energy,0.0,0,0.0
"NLP, Deep Learning, Python, AWS",Bachelor's,6.0,"Data Scientist, Product Manager",Microsoft Certified,"Cloud Computing, Statistics, Power BI",Business Analyst,Senior,Manufacturing,0.0,0,0.0
Data Analysis,PhD,7.1,"Full Stack Developer, Data Engineer",CISSP,Statistics,DevOps Engineer,Mid,Finance,0.0,0,0.0
Machine Learning,Bachelor's,3.6,"UX Designer, QA Engineer",Google Cloud,"NLP, Python, DevOps, Data Analysis",Software Engineer,Director,Manufacturing,0.0,0,0.0
"Tableau, AWS, Data Analysis",PhD,0.8,"Data Scientist, Business Analyst, Backend Developer",None,"Machine Learning, C++",Data Engineer,Manager,Manufacturing,0.0,0,0.0
"Power BI, Azure, Computer Vision, JavaScript",Bachelor's,9.0,Backend Developer,Cisco Certified,"Machine Learning, Project Management, AWS, R",DevOps Engineer,Manager,Energy,0.0,1,6.6
"Excel, Computer Vision, SQL",Associate's,4.6,Data Scientist,None,"Python, Kubernetes, C++",Product Manager,Senior,Transportation,0.0,0,0.0
Azure,High School,7.5,"Software Engineer, Frontend Developer",None,Machine Learning,Cloud Architect,Mid,Healthcare,0.0,0,0.0
"AWS, Project Management, Power BI, R",Associate's,14.4,"Cloud Architect, DevOps Engineer, Project Manager",Google Cloud,"SQL, Kubernetes",Business Analyst,Director,Manufacturing,0.0,0,0.0
Cloud Computing,PhD,0.9,"Cloud Architect, DevOps Engineer, Project Manager",CISSP,"Deep Learning, GCP, Statistics, C++",Software Engineer,Manager,Healthcare,0.0,0,0.0
"Python, R",High School,13.1,"DevOps Engineer, Machine Learning Engineer, Project Manager",Scrum Master,"Python, SQL, Docker, Computer Vision",QA Engineer,Senior,Transportation,0.25,0,0.0
"Computer Vision, Statistics, R, Azure",Associate's,1.3,"Data Scientist, DevOps Engineer",Scrum Master,"Statistics, Deep Learning",Project Manager,Mid,Government,0.5,1,5.3
"Tableau, R",Bachelor's,9.8,QA Engineer,None,"GCP, Computer Vision",DevOps Engineer,Lead,Transportation,0.0,0,0.0
"NLP, Kubernetes, GCP",Bachelor's,5.1,"DevOps Engineer, Business Analyst",Cisco Certified,"C++, Project Management, Computer Vision",Data Engineer,Senior,Healthcare,0.0,0,0.0
"Docker, Kubernetes, C++, SQL, NLP",High School,1.5,"DevOps Engineer, Data Scientist",CISSP,"Azure, SQL, Statistics",Product Manager,Lead,Consulting,0.3333333333333333,0,0.0
"Computer Vision, Power BI, DevOps",PhD,11.4,"Data Engineer, Full Stack Developer, UX Designer",AWS Certified,"Python, Machine Learning, R, Computer Vision",Backend Developer,Director,Finance,0.25,1,4.4
"Java, Azure",Associate's,10.5,"UX Designer, Machine Learning Engineer",CompTIA,DevOps,UX Designer,Junior,Transportation,0.0,0,0.0
SQL,PhD,9.6,Data Scientist,PMP,"AWS, C++, Machine Learning, Kubernetes",DevOps Engineer,Senior,Finance,0.0,1,5.8
Project Management,Bachelor's,14.5,"Product Manager, Business Analyst, Project Manager",CompTIA,"NLP, JavaScript, SQL",Product Manager,Senior,Energy,0.0,1,7.2
C++,Master's,0.4,"Machine Learning Engineer, QA Engineer, Frontend Developer",CompTIA,"Python, Docker",Data Scientist,Lead,Government,0.0,0,0.0
Project Management,Master's,6.5,"Data Scientist, Business Analyst, Project Manager",Scrum Master,Excel,Software Engineer,Lead,Tech,0.0,0,0.0
Java,PhD,8.4,"Full Stack Developer, Data Scientist, Software Engineer",CompTIA,"AWS, Kubernetes, Computer Vision",Software Engineer,Manager,Tech,0.0,0,0.0
"DevOps, Kubernetes, Project Management",Bachelor's,5.4,"Data Engineer, Full Stack Developer, UX Designer",Microsoft Certified,"Power BI, Project Management, SQL, C++",Project Manager,Junior,Manufacturing,0.25,0,0.0
"SQL, AWS",Bachelor's,10.0,Software Engineer,Google Cloud,"Machine Learning, Cloud Computing, Docker",Software Engineer,Manager,Consulting,0.0,1,5.8
"Power BI, Python, GCP",Master's,13.5,"Data Scientist, Backend Developer, Software Engineer",Google Cloud,"Computer Vision, Java, GCP, Tableau",Data Scientist,Mid,Tech,0.25,1,5.2
"Data Analysis, Deep Learning, C++",Master's,10.5,"Software Engineer, Machine Learning Engineer",AWS Certified,C++,Frontend Developer,Director,Tech,1.0,1,10.0
"Project Management, Tableau, R, Kubernetes, Power BI",Associate's,8.5,"DevOps Engineer, Machine Learning Engineer",Microsoft Certified,"Deep Learning, Docker, Azure, Project Management",Machine Learning Engineer,Lead,Consulting,0.25,0,0.0
"Machine Learning, JavaScript, Kubernetes, Python",Associate's,11.1,UX Designer,CISSP,GCP,Machine Learning Engineer,Senior,Tech,0.0,0,0.0
"Deep Learning, JavaScript, Data Analysis, C++",Master's,1.6,"Cloud Architect, Project Manager, Business Analyst",Cisco Certified,"C++, Kubernetes",Backend Developer,Junior,Consulting,0.5,1,7.4
"Project Management, Statistics, Python, Data Analysis, C++",PhD,9.4,"Product Manager, Machine Learning Engineer",CISSP,Kubernetes,DevOps Engineer,Lead,Education,0.0,0,0.0
"R, Statistics, JavaScript, Data Analysis, Machine Learning",High School,6.1,"Project Manager, Cloud Architect",Google Cloud,"Data Analysis, Cloud Computing, SQL, AWS",Data Engineer,Junior,Tech,0.25,1,5.0
"Python, Computer Vision, JavaScript, Azure, NLP",Bachelor's,4.8,"UX Designer, Data Engineer",Google Cloud,"Tableau, Java, Machine Learning",Product Manager,Lead,Transportation,0.0,0,0.0
"R, GCP, Statistics, Kubernetes",Bachelor's,7.6,Backend Developer,Google Cloud,"JavaScript, C++, DevOps",Cloud Architect,Junior,Healthcare,0.0,0,0.0
"Tableau, C++",Bachelor's,12.1,"Cloud Architect, Machine Learning Engineer, Data Engineer",AWS Certified,"Cloud Computing, Data Analysis, Java, R",Machine Learning Engineer,Mid,Tech,0.0,1,5.3
"Cloud Computing, Statistics, Deep Learning, DevOps, Python",Associate's,6.2,"Machine Learning Engineer, Cloud Architect, Software Engineer",Microsoft Certified,"Python, Cloud Computing",Data Engineer,Director,Retail,1.0,1,6.4
Power BI,Master's,10.5,"Backend Developer, DevOps Engineer, Business Analyst",Microsoft Certified,"SQL, JavaScript",Backend Developer,Director,Healthcare,0.0,0,0.0
"Power BI, Project Management, R, Computer Vision, Java",Associate's,8.8,"Cloud Architect, Full Stack Developer",Scrum Master,"R, Data Analysis",Data Scientist,Mid,Transportation,0.5,1,6.8
"AWS, Python, Tableau",Master's,13.7,"UX Designer, DevOps Engineer",None,"Python, Cloud Computing, Project Management, Excel",QA Engineer,Senior,Transportation,0.25,1,5.8
"Cloud Computing, Excel",PhD,6.7,"Backend Developer, Machine Learning Engineer, Project Manager",PMP,R,Cloud Architect,Junior,Tech,0.0,0,0.0
"Computer Vision, NLP, SQL, R",Associate's,12.3,"Cloud Architect, QA Engineer",PMP,"SQL, R",Data Engineer,Director,Energy,1.0,1,10.0
SQL,Master's,12.6,"Full Stack Developer, Product Manager",Scrum Master,"JavaScript, Java",Machine Learning Engineer,Manager,Retail,0.0,1,5.4
"C++, Power BI, DevOps, Cloud Computing, Data Analysis",PhD,7.0,"Data Scientist, Data Engineer, UX Designer",None,"DevOps, SQL",Business Analyst,Manager,Healthcare,0.5,1,5.5
"R, Docker, Azure",Associate's,7.3,Data Engineer,AWS Certified,"R, Deep Learning",DevOps Engineer,Lead,Finance,0.5,1,5.2
"Power BI, R, Python, GCP",Bachelor's,5.0,"Full Stack Developer, Business Analyst",AWS Certified,"Machine Learning, Cloud Computing, Kubernetes, Azure",Project Manager,Lead,Retail,0.0,0,0.0
"Java, Docker, JavaScript",PhD,7.4,"Business Analyst, Machine Learning Engineer",Scrum Master,"Data Analysis, NLP, Kubernetes, Computer Vision",Data Scientist,Lead,Energy,0.0,1,7.6
"AWS, Deep Learning, Power BI",Associate's,3.7,"DevOps Engineer, QA Engineer",Scrum Master,"Power BI, C++, Project Management, Python",Business Analyst,Lead,Tech,0.25,1,4.7
"Power BI, Python",Master's,12.9,"Data Engineer, Full Stack Developer, Backend Developer",PMP,"Tableau, Python, Kubernetes",Frontend Developer,Manager,Energy,0.3333333333333333,1,6.9
"AWS, Java, Docker",Bachelor's,3.7,"UX Designer, Frontend Developer, DevOps Engineer",Scrum Master,Computer Vision,Project Manager,Junior,Transportation,0.0,0,0.0
"Cloud Computing, Docker",Master's,3.9,"DevOps Engineer, Cloud Architect, Data Scientist",CISSP,"Python, SQL, Statistics, Kubernetes",Business Analyst,Junior,Consulting,0.0,0,0.0
"Excel, SQL",High School,13.4,Machine Learning Engineer,Cisco Certified,Excel,Software Engineer,Director,Retail,1.0,1,8.5
R,High School,8.0,"Project Manager, Business Analyst, Backend Developer",Scrum Master,C++,Machine Learning Engineer,Mid,Finance,0.0,0,0.0
"Tableau, AWS",Associate's,1.6,"Business Analyst, Frontend Developer, Full Stack Developer",AWS Certified,"Power BI, Excel, C++, GCP",QA Engineer,Senior,Consulting,0.0,0,0.0
"SQL, Java, Machine Learning",PhD,5.2,"Cloud Architect, UX Designer, Data Scientist",CompTIA,DevOps,Frontend Developer,Junior,Retail,0.0,0,0.0
"Java, Deep Learning, Power BI",PhD,10.6,Business Analyst,None,Python,Data Engineer,Director,Consulting,0.0,1,4.9
"Statistics, Data Analysis, Python, DevOps",Associate's,6.1,"Full Stack Developer, DevOps Engineer, Software Engineer",None,"C++, Project Management",Machine Learning Engineer,Senior,Retail,0.0,0,0.0
"AWS, Data Analysis",Associate's,6.3,DevOps Engineer,PMP,"Excel, GCP, SQL",DevOps Engineer,Senior,Manufacturing,0.0,0,0.0
"NLP, Kubernetes, Statistics, JavaScript",Bachelor's,7.5,"Data Engineer, Backend Developer, Software Engineer",CISSP,"C++, Python, AWS, Machine Learning",UX Designer,Manager,Finance,0.0,0,0.0
"Tableau, Cloud Computing, Data Analysis, C++, Power BI",Master's,3.3,Full Stack Developer,CISSP,"R, GCP",Machine Learning Engineer,Junior,Education,0.0,0,0.0
"Power BI, GCP",Master's,6.4,"Frontend Developer, Full Stack Developer",CompTIA,"DevOps, Excel",UX Designer,Director,Manufacturing,0.0,0,0.0
"GCP, Tableau, AWS",High School,3.2,"Cloud Architect, Product Manager, Full Stack Developer",CISSP,"Machine Learning, Docker, JavaScript, Deep Learning",QA Engineer,Manager,Tech,0.0,0,0.0
"Computer Vision, Kubernetes",High School,5.3,"UX Designer, Frontend Developer",Cisco Certified,"Computer Vision, Project Management, JavaScript, Excel",Business Analyst,Mid,Education,0.25,0,0.0
"GCP, DevOps, Python, Cloud Computing, Statistics",Associate's,8.0,"Product Manager, Backend Developer, Data Engineer",CompTIA,"SQL, Machine Learning",Business Analyst,Junior,Finance,0.0,1,5.9
"SQL, Java",PhD,10.4,"Data Scientist, Software Engineer",PMP,"Docker, Machine Learning",Full Stack Developer,Mid,Manufacturing,0.0,1,6.6
"NLP, Power BI, Docker",PhD,9.5,"Full Stack Developer, Data Engineer",Google Cloud,Java,Business Analyst,Mid,Tech,0.0,1,5.1
"Excel, Cloud Computing, Project Management, C++",Bachelor's,8.6,DevOps Engineer,AWS Certified,"Cloud Computing, JavaScript, Data Analysis",Frontend Developer,Mid,Retail,0.3333333333333333,1,8.5
Kubernetes,High School,8.9,"Cloud Architect, Software Engineer, Business Analyst",Google Cloud,"Data Analysis, Docker, Cloud Computing",QA Engineer,Senior,Energy,0.0,0,0.0
Java,Bachelor's,7.7,Frontend Developer,Scrum Master,Power BI,Data Engineer,Lead,Energy,0.0,0,0.0
"JavaScript, Tableau, Cloud Computing, DevOps",Master's,9.2,"Software Engineer, DevOps Engineer, Machine Learning Engineer",AWS Certified,"Azure, Excel, SQL, AWS",Full Stack Developer,Senior,Consulting,0.0,1,7.9
"C++, Azure, Cloud Computing, Data Analysis, GCP",Associate's,5.6,"Data Engineer, Backend Developer",CompTIA,"Docker, Statistics, NLP",Cloud Architect,Manager,Education,0.0,0,0.0
"Docker, Power BI, Cloud Computing",PhD,13.5,"UX Designer, Full Stack Developer, Data Scientist",CompTIA,"Azure, C++, Java",Data Scientist,Manager,Transportation,0.0,1,4.8
"SQL, Data Analysis, R, JavaScript, Python",High School,8.9,DevOps Engineer,PMP,Data Analysis,Backend Developer,Mid,Energy,1.0,1,8.5
"Project Management, Cloud Computing, SQL, GCP, Python",High School,14.0,"UX Designer, Product Manager, Software Engineer",Cisco Certified,"Excel, DevOps, Docker",DevOps Engineer,Junior,Transportation,0.0,0,0.0
"Power BI, Excel",Associate's,6.1,Data Engineer,PMP,"C++, DevOps, Project Management",Frontend Developer,Manager,Tech,0.0,0,0.0
"Tableau, Statistics",Associate's,5.9,"QA Engineer, DevOps Engineer, Data Engineer",CompTIA,"DevOps, AWS, Power BI, Kubernetes",Product Manager,Senior,Government,0.0,0,0.0
"Python, Tableau",High School,14.5,"Cloud Architect, Software Engineer",Scrum Master,"Docker, Cloud Computing, JavaScript",Backend Developer,Lead,Transportation,0.0,0,0.0
"DevOps, Kubernetes",High School,10.9,"Cloud Architect, Backend Developer",AWS Certified,"R, Computer Vision",Data Engineer,Junior,Education,0.0,1,6.6
"SQL, Data Analysis, Project Management",PhD,7.8,"Product Manager, UX Designer, Backend Developer",Google Cloud,"Machine Learning, Python",Business Analyst,Senior,Energy,0.0,1,6.1
Tableau,PhD,10.8,Frontend Developer,None,"Cloud Computing, Excel",UX Designer,Director,Transportation,0.0,1,9.1
Azure,Associate's,6.0,"Full Stack Developer, Frontend Developer",Google Cloud,"JavaScript, R, AWS",Cloud Architect,Director,Education,0.0,0,0.0
AWS,Master's,11.4,Product Manager,CompTIA,"AWS, NLP, Kubernetes, Deep Learning",QA Engineer,Manager,Tech,0.25,1,5.7
"Data Analysis, JavaScript, Computer Vision",Master's,3.1,"Data Engineer, Frontend Developer, QA Engineer",Google Cloud,"Deep Learning, NLP, Docker, Machine Learning",Product Manager,Senior,Tech,0.0,0,0.0
"Cloud Computing, Azure",Associate's,14.3,"Data Scientist, Product Manager, Backend Developer",Google Cloud,"Excel, Deep Learning, GCP",DevOps Engineer,Junior,Healthcare,0.0,0,0.0
"Statistics, AWS",Associate's,6.9,"Product Manager, UX Designer, Backend Developer",Cisco Certified,"DevOps, C++, GCP, Docker",UX Designer,Junior,Retail,0.0,1,5.9
"Excel, SQL",Bachelor's,1.4,Business Analyst,Scrum Master,"Project Management, C++, Power BI, Excel",Full Stack Developer,Senior,Education,0.25,0,0.0
"GCP, JavaScript, Kubernetes",Master's,12.7,QA Engineer,CompTIA,"Tableau, Kubernetes",Backend Developer,Mid,Consulting,0.5,1,6.6
"Java, Docker, Computer Vision, Project Management",High School,13.4,"Project Manager, UX Designer, DevOps Engineer",Google Cloud,"Machine Learning, Statistics",Frontend Developer,Junior,Education,0.0,1,6.4
"Python, Kubernetes",Bachelor's,10.9,"Project Manager, QA Engineer, DevOps Engineer",CISSP,"Project Management, Python, AWS",DevOps Engineer,Director,Finance,0.3333333333333333,1,5.3
"Python, SQL, Statistics, Computer Vision, Java",Bachelor's,9.4,Business Analyst,None,"Deep Learning, Data Analysis, Python, C++",Machine Learning Engineer,Senior,Retail,0.25,0,0.0
"Statistics, GCP",Associate's,13.9,"Product Manager, Data Engineer, Software Engineer",PMP,"Computer Vision, SQL, Deep Learning, Azure",Frontend Developer,Senior,Consulting,0.0,1,4.9
Machine Learning,PhD,9.3,Cloud Architect,Scrum Master,Docker,DevOps Engineer,Manager,Healthcare,0.0,1,6.9
"Computer Vision, AWS, JavaScript",Bachelor's,11.9,"Data Scientist, Business Analyst",CISSP,"Computer Vision, Deep Learning, Power BI, Project Management",Full Stack Developer,Lead,Healthcare,0.25,1,6.3
"R, AWS, Computer Vision, Tableau",Associate's,7.1,"Project Manager, Cloud Architect, DevOps Engineer",PMP,"Project Management, Data Analysis, Statistics, AWS",Backend Developer,Lead,Government,0.25,0,0.0
"Kubernetes, Python, Statistics, Java, JavaScript",Bachelor's,10.9,"Full Stack Developer, Machine Learning Engineer, DevOps Engineer",AWS Certified,"Excel, AWS",UX Designer,Senior,Retail,0.0,1,5.8
"Project Management, Cloud Computing, SQL, Excel",PhD,15.0,DevOps Engineer,Google Cloud,Java,Cloud Architect,Manager,Finance,0.0,1,6.8
